#Annotated with Bakta (v1.6.1): https://github.com/oschwengers/bakta
#Database (v4.0): https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_2	cds	747815	748705	+	KDBBKD_05180	malG	maltose ABC transporter permease MalG	COG:COG3833, COG:G, GO:0005886, GO:0008643, GO:0016021, GO:0055085, KEGG:K10110, RefSeq:WP_001252058.1, SO:0001217, UniParc:UPI000012EB4D, UniRef:UniRef100_P68185, UniRef:UniRef50_Q9KL07, UniRef:UniRef90_P26468
contig_2	cds	749077	750552	+	KDBBKD_05185	xylE	D-xylose transporter XylE	GO:0005886, GO:0005887, GO:0015519, GO:0015753, GO:0016020, GO:0022857, GO:0055085, RefSeq:WP_001097274.1, SO:0001217, UniParc:UPI000013905F, UniRef:UniRef100_P0AGF5, UniRef:UniRef50_P0AGF5, UniRef:UniRef90_P0AGF5
contig_2	cds	750596	751006	-	KDBBKD_05190	psiE	phosphate-starvation-inducible protein PsiE	GO:0005886, GO:0016021, GO:0016036, RefSeq:WP_000202902.1, SO:0001217, UniParc:UPI00001327AB, UniRef:UniRef100_A7ZUQ1, UniRef:UniRef50_A8GKC9, UniRef:UniRef90_A7ZUQ1
contig_2	cds	751601	753697	-	KDBBKD_05195	yjbH	Uncharacterized lipoprotein YjbH	GO:0005886, GO:0045226, RefSeq:WP_000745776.1, SO:0001217, UniParc:UPI000013B524, UniRef:UniRef100_P32689, UniRef:UniRef50_P32689, UniRef:UniRef90_P32689
contig_2	cds	753697	754434	-	KDBBKD_05200	yjbG	Uncharacterized protein YjbG	GO:0045226, RefSeq:WP_000595558.1, SO:0001217, UniParc:UPI000013B523, UniRef:UniRef100_P32688, UniRef:UniRef50_P32688, UniRef:UniRef90_P32688
contig_2	cds	754431	755069	-	KDBBKD_05205	yjbF	Uncharacterized lipoprotein YjbF	GO:0005886, GO:0045226, RefSeq:WP_001295278.1, SO:0001217, UniParc:UPI000013B522, UniRef:UniRef100_P32687, UniRef:UniRef50_P32687, UniRef:UniRef90_P32687
contig_2	cds	755183	755425	-	KDBBKD_05210	yjbE	Uncharacterized protein YjbE	GO:0044010, GO:0045226, RefSeq:WP_000757333.1, SO:0001217, UniParc:UPI000013B521, UniRef:UniRef100_P0AF47, UniRef:UniRef50_P0AF47, UniRef:UniRef90_P0AF47
contig_2	ncRNA	755622	755771	+	KDBBKD_05215	STnc430	Enterobacterial sRNA STnc430	RFAM:RF02053, SO:0000655
contig_2	ncRNA	755837	755907	-	KDBBKD_05220	naRNA4	Nucleoid-associated noncoding RNA 4 (CssrE)	RFAM:RF02564, SO:0000655
contig_2	cds	755924	757573	-	KDBBKD_05225	pgi	glucose-6-phosphate isomerase	COG:COG0166, COG:G, EC:5.3.1.9, GO:0004347, GO:0005737, GO:0006094, GO:0006096, GO:0097367, RefSeq:WP_000789986.1, SO:0001217, UniParc:UPI00000480C5, UniRef:UniRef100_B7LAX0, UniRef:UniRef50_P50309, UniRef:UniRef90_Q83IN9
contig_2	ncRNA-region	757810	758006	+			Lysine riboswitch	RFAM:RF00168, SO:0000035
contig_2	cds	758098	759447	+	KDBBKD_05230	lysC	lysine-sensitive aspartokinase 3	COG:COG0527, COG:E, EC:2.7.2.4, GO:0004072, GO:0005524, GO:0005829, GO:0009089, GO:0009090, GO:0016310, RefSeq:WP_001290310.1, SO:0001217, UniParc:UPI0000033838, UniRef:UniRef100_P08660, UniRef:UniRef50_P08660, UniRef:UniRef90_P08660
contig_2	cds	759700	759972	+	KDBBKD_05235	yjbD	Uncharacterized protein YjbD	RefSeq:WP_001207634.1, SO:0001217, UniParc:UPI000013B520, UniRef:UniRef100_P32685, UniRef:UniRef50_P32685, UniRef:UniRef90_P32685
contig_2	cds	760105	760977	-	KDBBKD_05240	rluF	23S rRNA pseudouridine(2604) synthase RluF	COG:COG1187, COG:J, EC:5.4.99.-, EC:5.4.99.21, GO:0000455, GO:0003723, GO:0008033, GO:0120159, KEGG:K06182, RefSeq:WP_000936377.1, SO:0001217, UniParc:UPI000013B51F, UniRef:UniRef100_P32684, UniRef:UniRef50_P32684, UniRef:UniRef90_P32684
contig_2	cds	761189	761878	+	KDBBKD_05245	pepE	dipeptidase PepE	COG:COG3340, COG:E, EC:3.4.13.21, GO:0005737, GO:0006508, GO:0008236, GO:0016805, RefSeq:WP_000421763.1, SO:0001217, UniParc:UPI00001315DD, UniRef:UniRef100_A7ZUN5, UniRef:UniRef50_P36936, UniRef:UniRef90_A8ANB2
contig_2	cds	761969	763600	-	KDBBKD_05250	yjbB	Uncharacterized protein YjbB	COG:COG1283, COG:P, GO:0005436, GO:0005886, GO:0016021, GO:0044341, RefSeq:WP_000956830.1, SO:0001217, UniParc:UPI000013B51D, UniRef:UniRef100_P0AF43, UniRef:UniRef50_P0AF43, UniRef:UniRef90_P0AF43
contig_2	cds	763820	767503	-	KDBBKD_05255	metH	methionine synthase	COG:COG1410, COG:E, EC:2.1.1.13, GO:0005829, GO:0008270, GO:0008705, GO:0009086, GO:0031419, GO:0032259, GO:0042558, RefSeq:WP_000096011.1, SO:0001217, UniParc:UPI0000168212, UniRef:UniRef100_P13009, UniRef:UniRef50_P13009, UniRef:UniRef90_P13009
contig_2	cds	767703	768527	+	KDBBKD_05260	iclR	glyoxylate bypass operon transcriptional repressor IclR	COG:COG1414, COG:K, GO:0003677, GO:0003700, GO:0005829, GO:0006097, GO:0006355, GO:0045892, RefSeq:WP_000226403.1, SO:0001217, UniParc:UPI000012D174, UniRef:UniRef100_P16528, UniRef:UniRef50_P16528, UniRef:UniRef90_P16528
contig_2	cds	768844	771030	+	KDBBKD_05265	arpA	Ankyrin repeat protein A	RefSeq:WP_000632913.1, SO:0001217, UniParc:UPI0000168211, UniRef:UniRef100_P23325, UniRef:UniRef50_P23325, UniRef:UniRef90_P23325
contig_2	cds	770999	772735	-	KDBBKD_05270	aceK	bifunctional isocitrate dehydrogenase kinase/phosphatase	COG:COG4579, COG:T, EC:2.7.11.5, EC:3.1.3.-, GO:0004674, GO:0004721, GO:0005524, GO:0005737, GO:0006006, GO:0006097, GO:0006099, GO:0008772, GO:0016310, RefSeq:WP_001137220.1, SO:0001217, UniParc:UPI000005E925, UniRef:UniRef100_C5A0V3, UniRef:UniRef50_Q8X607, UniRef:UniRef90_Q8X607
contig_2	ncRNA	772815	772892	-	KDBBKD_05275	naRNA4	Nucleoid-associated noncoding RNA 4 (CssrE)	RFAM:RF02564, SO:0000655
contig_2	cds	772918	774222	-	KDBBKD_05280	aceA	isocitrate lyase	COG:C, COG:COG2224, EC:4.1.3.1, GO:0004451, GO:0005829, GO:0006097, GO:0006099, GO:0043169, GO:0046872, KEGG:K01637, RefSeq:WP_000857856.1, SO:0001217, UniParc:UPI0000052071, UniRef:UniRef100_P0A9G7, UniRef:UniRef50_P42449, UniRef:UniRef90_P51066
contig_2	cds	774252	775853	-	KDBBKD_05285	aceB	malate synthase A	COG:C, COG:COG2225, EC:2.3.3.9, GO:0004474, GO:0005737, GO:0006097, GO:0006099, RefSeq:WP_000138905.1, SO:0001217, UniParc:UPI000002DB30, UniRef:UniRef100_P08997, UniRef:UniRef50_P08997, UniRef:UniRef90_P08997
contig_2	cds	776122	777051	-	KDBBKD_05290	metA	homoserine O-succinyltransferase	COG:COG1897, COG:E, EC:2.3.1.46, GO:0004414, GO:0005737, GO:0008899, GO:0019281, RefSeq:WP_001122779.1, SO:0001217, UniParc:UPI00001588E1, UniRef:UniRef100_C5A0V0, UniRef:UniRef50_Q8X610, UniRef:UniRef90_Q8X610
contig_2	cds	777208	777651	+	KDBBKD_05295	yjaB	acetyltransferase	COG:COG0456, COG:J, EC:2.3.1.-, GO:0018393, GO:0061733, RefSeq:WP_000237004.1, SO:0001217, UniParc:UPI000013B512, UniRef:UniRef100_P09163, UniRef:UniRef50_P09163, UniRef:UniRef90_P09163
contig_2	cds	777714	778097	-	KDBBKD_05300		Uncharacterized protein YjaA	RefSeq:WP_001326558.1, SO:0001217, UniParc:UPI0000043919, UniRef:UniRef100_P09162, UniRef:UniRef90_P09162
contig_2	rRNA	778174	778289	-	KDBBKD_05305	5S_rrna	5S ribosomal RNA	GO:0003735, GO:0005840, RFAM:RF00001, SO:0000652
contig_2	rRNA	778384	781287	-	KDBBKD_05310	23S_rrna	23S ribosomal RNA	GO:0003735, GO:0005840, RFAM:RF02541, SO:0001001
contig_2	ncRNA	781295	781403	-	KDBBKD_05315	StyR-44	Salmonella enterica Typhi npcRNA 44	RFAM:RF01830, SO:0000655
contig_2	tRNA	781481	781556	-	KDBBKD_05320	Glu_trna	tRNA-Glu(ttc)	SO:0000259
contig_2	rRNA	781642	783183	-	KDBBKD_05325	16S_rrna	16S ribosomal RNA	GO:0003735, GO:0005840, RFAM:RF00177, SO:0001000
contig_2	cds	783798	785387	+	KDBBKD_05330	purH	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	COG:COG0138, COG:F, GO:0003937, GO:0004643, GO:0006189, RefSeq:WP_001187559.1, SO:0001217, UniParc:UPI0000132AD6, UniRef:UniRef100_B7LAV3, UniRef:UniRef50_Q8X611, UniRef:UniRef90_Q8X611
contig_2	cds	785399	786688	+	KDBBKD_05335	purD	Phosphoribosylamine--glycine ligase	COG:COG0151, COG:F, EC:6.3.4.13, GO:0004637, GO:0005524, GO:0006189, GO:0009113, GO:0046872, RefSeq:WP_000866800.1, SO:0001217, UniParc:UPI0000132A25, UniRef:UniRef100_P15640, UniRef:UniRef50_P15640, UniRef:UniRef90_P15640
contig_2	cds	786685	788010	-	KDBBKD_05340	zraR	sigma-54-dependent response regulator transcription factor ZraR	COG:COG2204, COG:T, GO:0000156, GO:0000160, GO:0003677, GO:0005524, GO:0005737, GO:0006351, GO:0043565, GO:2000144, RefSeq:WP_000148503.1, SO:0001217, UniParc:UPI000013C477, UniRef:UniRef100_P14375, UniRef:UniRef50_P14375, UniRef:UniRef90_P14375
contig_2	cds	788007	789404	-	KDBBKD_05345	zraS	two-component system sensor histidine kinase ZraS	COG:COG0642, COG:T, EC:2.7.13.3, GO:0000155, GO:0004673, GO:0005524, GO:0005886, GO:0005887, GO:0007165, GO:0016020, GO:0018106, GO:0036460, GO:0046777, GO:0071284, GO:0071294, RefSeq:WP_001211892.1, SO:0001217, UniParc:UPI000013C47B, UniRef:UniRef100_P14377, UniRef:UniRef50_P14377, UniRef:UniRef90_P14377
contig_2	cds	789511	789639	+	KDBBKD_05350		zinc resistance-associated protein	RefSeq:WP_001297563.1, SO:0001217, UniParc:UPI0000F0B5FE, UniRef:UniRef100_W8TBA2, UniRef:UniRef50_W8TBA2, UniRef:UniRef90_W8TBA2
contig_2	cds	789642	790067	+	KDBBKD_05355	zraP	zinc resistance sensor/chaperone ZraP	COG:COG3678, COG:O, GO:0005507, GO:0008270, GO:0016151, GO:0030288, GO:0036460, GO:0042802, GO:0050897, KEGG:K07803, RefSeq:WP_000828222.1, SO:0001217, UniParc:UPI000013C474, UniRef:UniRef100_P0AAB0, UniRef:UniRef50_Q8CVI9, UniRef:UniRef90_Q8CVI9
contig_2	cds	790069	790704	-	KDBBKD_05360	yjaH	Uncharacterized protein YjaH	RefSeq:WP_001297562.1, SO:0001217, UniParc:UPI00005EF09F, UniRef:UniRef100_A0A061KLT3, UniRef:UniRef50_P32681, UniRef:UniRef90_P32681
contig_2	cds	790777	791049	-	KDBBKD_05365	hupA	DNA-binding protein HU-alpha	COG:COG0776, COG:L, GO:0003677, GO:0030261, GO:0030527, RefSeq:WP_001044513.1, SO:0001217, UniParc:UPI000003ACCA, UniRef:UniRef100_P0ACF2, UniRef:UniRef50_P0ACF2, UniRef:UniRef90_P0ACF2
contig_2	cds	791236	791826	-	KDBBKD_05370	yjaG	Uncharacterized protein YjaG	COG:COG3068, COG:S, GO:0005829, RefSeq:WP_000940106.1, SO:0001217, UniParc:UPI000013B514, UniRef:UniRef100_P32680, UniRef:UniRef50_P32680, UniRef:UniRef90_P32680
contig_2	cds	791869	792540	-	KDBBKD_05375	nfi	deoxyribonuclease V	COG:COG1515, COG:L, EC:3.1.21.7, GO:0000287, GO:0005737, GO:0006281, GO:0043737, KEGG:K05982, RefSeq:WP_000362388.1, SO:0001217, UniParc:UPI000012FFCE, UniRef:UniRef100_B7UPF3, UniRef:UniRef50_Q8ZAQ8, UniRef:UniRef90_A8AKS5
contig_2	cds	792550	793614	-	KDBBKD_05380	hemE	uroporphyrinogen decarboxylase	COG:COG0407, COG:H, EC:4.1.1.37, GO:0004853, GO:0005737, GO:0006782, RefSeq:WP_000137657.1, SO:0001217, UniParc:UPI000012904D, UniRef:UniRef100_A7ZUL3, UniRef:UniRef50_A5F3N0, UniRef:UniRef90_Q8X6X5
contig_2	cds	793654	794427	-	KDBBKD_05385	nudC	NAD(+) diphosphatase	COG:COG2816, COG:F, EC:3.6.1.-, GO:0000210, GO:0000287, GO:0008270, GO:0030145, GO:0110153, RefSeq:WP_000373940.1, SO:0001217, UniParc:UPI00003B2611, UniRef:UniRef100_A7ZUL1, UniRef:UniRef50_Q9L9I5, UniRef:UniRef90_Q8X6X7
contig_2	cds	794522	794998	+	KDBBKD_05390	rsd	sigma D regulator	GO:0005737, GO:0006355, RefSeq:WP_000934302.1, SO:0001217, UniParc:UPI00001351EA, UniRef:UniRef100_A7ZUL0, UniRef:UniRef50_B7LUK7, UniRef:UniRef90_Q8FB76
contig_2	ncRNA-region	795050	795150	+			TPP riboswitch (THI element)	RFAM:RF00059, SO:0000035
contig_2	cds	795231	797126	+	KDBBKD_05395	thiC	phosphomethylpyrimidine synthase ThiC	COG:COG0422, COG:H, EC:4.1.99.17, GO:0008270, GO:0009228, GO:0009229, GO:0016830, GO:0051539, RefSeq:WP_001276926.1, SO:0001217, UniParc:UPI0000136D9E, UniRef:UniRef100_B7M7Q3, UniRef:UniRef50_O82392, UniRef:UniRef90_Q5PKA6
contig_2	cds	797126	797761	+	KDBBKD_05400	thiE	thiamine phosphate synthase	COG:COG0352, COG:H, EC:2.5.1.3, GO:0000287, GO:0004789, GO:0009228, GO:0009229, RefSeq:WP_000284615.1, SO:0001217, UniParc:UPI0000136DCF, UniRef:UniRef100_A7ZUK8, UniRef:UniRef50_Q8FB78, UniRef:UniRef90_Q8X6Y0
contig_2	cds	797754	798509	+	KDBBKD_05405	thiF	thiazole biosynthesis adenylyltransferase ThiF	COG:COG0476, COG:H, EC:2.7.7.73, GO:0005524, GO:0005737, GO:0005829, GO:0008270, GO:0008641, GO:0009228, GO:0009229, GO:0016779, GO:0018117, GO:0052837, GO:0070733, GO:1902503, GO:1990228, RefSeq:WP_000999737.1, SO:0001217, UniParc:UPI0000136DE7, UniRef:UniRef100_P30138, UniRef:UniRef50_P30138, UniRef:UniRef90_P30138
contig_2	cds	798493	798693	+	KDBBKD_05410	thiS	sulfur carrier protein ThiS	COG:COG2104, COG:H, GO:0000166, GO:0009228, GO:0009229, GO:0018117, GO:0052837, GO:0097163, GO:1902503, GO:1990228, RefSeq:WP_001166226.1, SO:0001217, UniParc:UPI00001114B1, UniRef:UniRef100_O32583, UniRef:UniRef50_O32583, UniRef:UniRef90_O32583
contig_2	cds	798695	799465	+	KDBBKD_05415	thiG	thiazole synthase	COG:COG2022, COG:H, EC:2.8.1.10, GO:0005737, GO:0009229, GO:1990107, RefSeq:WP_000944104.1, SO:0001217, UniParc:UPI0000136DF2, UniRef:UniRef100_C5A0T1, UniRef:UniRef50_P58263, UniRef:UniRef90_P58263
contig_2	cds	799462	800595	+	KDBBKD_05420	thiH	2-iminoacetate synthase ThiH	EC:4.1.99.19, GO:0005506, GO:0006974, GO:0009228, GO:0009229, GO:0036355, GO:0051539, GO:1902508, KEGG:K03150, RefSeq:WP_000847447.1, SO:0001217, UniParc:UPI000016820D, UniRef:UniRef100_P30140, UniRef:UniRef50_P30140, UniRef:UniRef90_P30140
contig_2	ncRNA	800843	801003	+	KDBBKD_05425	sroH	sroH RNA	RFAM:RF00372, SO:0000655
contig_2	cds	801005	801544	-	KDBBKD_05430	yjaZ	Protein YjaZ	RefSeq:WP_001307500.1, SO:0001217, UniParc:UPI000012CE2B, UniRef:UniRef100_P27375, UniRef:UniRef50_P27375, UniRef:UniRef90_P27375
contig_2	cds	801757	805980	-	KDBBKD_05435	rpoC	DNA-directed RNA polymerase subunit beta'	COG:COG0086, COG:K, EC:2.7.7.6, GO:0000287, GO:0000428, GO:0003677, GO:0003899, GO:0006351, GO:0008270, RefSeq:WP_000653944.1, SO:0001217, UniParc:UPI000013471A, UniRef:UniRef100_A7ZUK2, UniRef:UniRef50_Q87KQ5, UniRef:UniRef90_A7ZUK2
contig_2	cds	806057	810085	-	KDBBKD_05440	rpoB_R687H	DNA-directed RNA polymerase subunit beta RpoB	COG:COG0085, COG:K, EC:2.7.7.6, GO:0000428, GO:0003677, GO:0003899, GO:0006351, GO:0032549, KEGG:K03043, RefSeq:WP_000263098.1, SO:0001217, UniParc:UPI000011F6D8, UniRef:UniRef100_A7ZUK1, UniRef:UniRef50_P06173, UniRef:UniRef90_P06173
contig_2	ncRNA	810339	810400	-	KDBBKD_05445	P26	Pseudomonas sRNA P26	RFAM:RF00630, SO:0000655
contig_2	cds	810405	810770	-	KDBBKD_05450	rplL	50S ribosomal protein L7/L12	COG:COG0222, COG:J, GO:0003735, GO:0005840, GO:0006412, RefSeq:WP_000028878.1, SO:0001217, UniParc:UPI0000047C5D, UniRef:UniRef100_A7ZUK0, UniRef:UniRef50_Q6N4R8, UniRef:UniRef90_Q6DAN1
contig_2	cds	810837	811334	-	KDBBKD_05455	rplJ	50S ribosomal protein L10	COG:COG0244, COG:J, GO:0003735, GO:0006412, GO:0015934, GO:0070180, RefSeq:WP_001207201.1, SO:0001217, UniParc:UPI0000047C5C, UniRef:UniRef100_A7ZUJ8, UniRef:UniRef50_A7ZUJ8, UniRef:UniRef90_A7ZUJ8
contig_2	cds	811747	812451	-	KDBBKD_05460	rplA	50S ribosomal protein L1	COG:COG0081, COG:J, GO:0000049, GO:0003735, GO:0006412, GO:0006417, GO:0015934, GO:0019843, RefSeq:WP_001096684.1, SO:0001217, UniParc:UPI0000165546, UniRef:UniRef100_A7ZUJ7, UniRef:UniRef50_P10054, UniRef:UniRef90_B2VG93
contig_2	cds	812455	812883	-	KDBBKD_05465	rplK	50S ribosomal protein L11	COG:COG0080, COG:J, GO:0003735, GO:0005840, GO:0006412, GO:0070180, RefSeq:WP_001085926.1, SO:0001217, UniParc:UPI000005A5E3, UniRef:UniRef100_A7ZUJ6, UniRef:UniRef50_P09763, UniRef:UniRef90_P09763
contig_2	cds	813042	813587	-	KDBBKD_05470	nusG	transcription termination/antitermination protein NusG	COG:COG0250, COG:K, GO:0005829, GO:0006353, GO:0006354, GO:0031564, GO:0032784, KEGG:K02601, RefSeq:WP_001287516.1, SO:0001217, UniParc:UPI0000061478, UniRef:UniRef100_P0AFG1, UniRef:UniRef50_Q8ZAP0, UniRef:UniRef90_Q8ZAP0
contig_2	cds	813589	813972	-	KDBBKD_05475	secE	preprotein translocase subunit SecE	COG:COG0690, COG:U, GO:0005887, GO:0006605, GO:0008320, GO:0009306, GO:0043952, GO:0065002, KEGG:K03073, RefSeq:WP_001275702.1, SO:0001217, UniParc:UPI0000061477, UniRef:UniRef100_P0AG98, UniRef:UniRef50_P0AG98, UniRef:UniRef90_P0AG98
contig_2	cds	814202	815386	-	KDBBKD_05480	tuf	elongation factor Tu	GO:0003746, GO:0003924, GO:0005525, GO:0005737, RefSeq:WP_000031784.1, SO:0001217, UniParc:UPI0000110FB2, UniRef:UniRef100_A8A779, UniRef:UniRef50_Q877T5, UniRef:UniRef90_Q0SZX8
contig_2	tRNA	815501	815576	-	KDBBKD_05485	Thr_trna	tRNA-Thr(ggt)	SO:0000270
contig_2	tRNA	815583	815657	-	KDBBKD_05490	Gly_trna	tRNA-Gly(tcc)	SO:0000260
contig_2	tRNA	815774	815858	-	KDBBKD_05495	Tyr_trna	tRNA-Tyr(gta)	SO:0000272
contig_2	tRNA	815867	815942	-	KDBBKD_05500	Thr_trna	tRNA-Thr(tgt)	SO:0000270
contig_2	cds	816328	817254	+	KDBBKD_05505	coaA	type I pantothenate kinase	EC:2.7.1.33, GO:0004594, GO:0005524, GO:0005737, GO:0015937, GO:0016310, RefSeq:WP_000189379.1, SO:0001217, UniParc:UPI00001659C3, UniRef:UniRef100_A7ZUJ0, UniRef:UniRef50_Q83PC5, UniRef:UniRef90_Q83PC5
contig_2	cds	817283	818248	-	KDBBKD_05510	birA	bifunctional biotin--[acetyl-CoA-carboxylase] ligase/biotin operon repressor BirA	COG:COG1654, COG:K, GO:0000976, GO:0003677, GO:0004077, GO:0005524, GO:0005737, GO:0006355, GO:0006768, GO:0009102, GO:0009374, GO:0017053, GO:0042803, RefSeq:WP_000654630.1, SO:0001217, UniParc:UPI00001108FE, UniRef:UniRef100_P06709, UniRef:UniRef50_P06709, UniRef:UniRef90_P06709
contig_2	cds	818245	819273	-	KDBBKD_05515	murB	UDP-N-acetylmuramate dehydrogenase	COG:COG0812, COG:M, EC:1.3.1.98, GO:0005737, GO:0007049, GO:0008360, GO:0008762, GO:0009252, GO:0051301, GO:0071555, GO:0071949, RefSeq:WP_001016699.1, SO:0001217, UniParc:UPI0000112592, UniRef:UniRef100_P08373, UniRef:UniRef50_P08373, UniRef:UniRef90_P08373
contig_2	rRNA	819576	819691	-	KDBBKD_05520	5S_rrna	5S ribosomal RNA	GO:0003735, GO:0005840, RFAM:RF00001, SO:0000652
contig_2	rRNA	819786	822689	-	KDBBKD_05525	23S_rrna	23S ribosomal RNA	GO:0003735, GO:0005840, RFAM:RF02541, SO:0001001
contig_2	ncRNA	822697	822805	-	KDBBKD_05530	StyR-44	Salmonella enterica Typhi npcRNA 44	RFAM:RF01830, SO:0000655
contig_2	tRNA	822883	822958	-	KDBBKD_05535	Glu_trna	tRNA-Glu(ttc)	SO:0000259
contig_2	rRNA	823130	824671	-	KDBBKD_05540	16S_rrna	16S ribosomal RNA	GO:0003735, GO:0005840, RFAM:RF00177, SO:0001000
contig_2	cds	825045	825902	-	KDBBKD_05545	murI	glutamate racemase	COG:COG0796, COG:M, EC:5.1.1.3, GO:0008360, GO:0008881, GO:0009252, GO:0071555, RefSeq:WP_000201820.1, SO:0001217, UniParc:UPI000012FA03, UniRef:UniRef100_C5A0R6, UniRef:UniRef50_P63633, UniRef:UniRef90_P63633
contig_2	cds	825847	827691	-	KDBBKD_05550	btuB	TonB-dependent vitamin B12 receptor BtuB	COG:COG4206, COG:H, GO:0006811, GO:0009279, GO:0015288, GO:0015420, GO:0046872, GO:0046930, RefSeq:WP_000591359.1, SO:0001217, UniParc:UPI0000126B1B, UniRef:UniRef100_P06129, UniRef:UniRef50_P06129, UniRef:UniRef90_P06129
contig_2	ncRNA-region	827757	827946	-			Cobalamin riboswitch	RFAM:RF00174, SO:0000035
contig_2	cds	828060	829160	+	KDBBKD_05555	trmA	tRNA (uridine(54)-C5)-methyltransferase TrmA	COG:COG2265, COG:J, EC:2.1.1.-, EC:2.1.1.35, GO:0030697, KEGG:K00557, RefSeq:WP_000187022.1, SO:0001217, UniParc:UPI000006147B, UniRef:UniRef100_A7ZUI5, UniRef:UniRef50_B3PJ74, UniRef:UniRef90_A9MHG7
contig_2	cds	829200	829559	-	KDBBKD_05560	yijD	YijD family membrane protein	GO:0005886, GO:0016021, RefSeq:WP_000806411.1, SO:0001217, UniParc:UPI000013B427, UniRef:UniRef100_P0AF42, UniRef:UniRef50_P0AF42, UniRef:UniRef90_P0AF42
contig_2	cds	829559	830263	-	KDBBKD_05565	fabR	HTH-type transcriptional repressor FabR	COG:COG1309, COG:K, GO:0003677, GO:0003700, GO:0005737, GO:0006633, GO:0045717, RefSeq:WP_000470429.1, SO:0001217, UniParc:UPI00000D0AD7, UniRef:UniRef100_P0ACU5, UniRef:UniRef50_P0ACU5, UniRef:UniRef90_P0ACU5
contig_2	cds	830540	831940	+	KDBBKD_05570	sthA	Si-specific NAD(P)(+) transhydrogenase	COG:C, COG:COG1249, EC:1.6.1.1, GO:0003957, GO:0005737, GO:0006739, GO:0045454, GO:0050660, KEGG:K00322, RefSeq:WP_001120810.1, SO:0001217, UniParc:UPI00005EF2BD, UniRef:UniRef100_A7ZUI2, UniRef:UniRef50_O05139, UniRef:UniRef90_Q8X727
contig_2	cds	831923	832840	-	KDBBKD_05575	oxyR	DNA-binding transcriptional regulator OxyR	COG:COG0583, COG:K, GO:0000987, GO:0003700, GO:0005829, GO:0006355, GO:0006974, GO:0006979, GO:0032993, GO:0051409, GO:2000142, KEGG:K04761, RefSeq:WP_001025939.1, SO:0001217, UniParc:UPI0000130F79, UniRef:UniRef100_P0ACQ6, UniRef:UniRef50_P0ACQ6, UniRef:UniRef90_P0ACQ6
contig_2	ncRNA	832936	833045	+	KDBBKD_05580	OxyS	OxyS RNA	RFAM:RF00035, SO:0000655
contig_2	cds	833107	834480	-	KDBBKD_05585	argH	argininosuccinate lyase	COG:COG0165, COG:E, EC:4.3.2.1, GO:0004056, GO:0005737, GO:0042450, RefSeq:WP_001230087.1, SO:0001217, UniParc:UPI0000125EF5, UniRef:UniRef100_C5A0Q9, UniRef:UniRef50_P59614, UniRef:UniRef90_A9MHH3
contig_2	cds	834541	835317	-	KDBBKD_05590		acetylglutamate kinase	COG:COG0548, COG:E, EC:2.7.2.8, GO:0003991, GO:0005524, GO:0005737, GO:0016310, GO:0042450, RefSeq:WP_001302318.1, SO:0001217, UniParc:UPI00001119E0, UniRef:UniRef100_P0A6C9, UniRef:UniRef50_P59302, UniRef:UniRef90_P59302
contig_2	cds	835325	836329	-	KDBBKD_05595	argC	N-acetyl-gamma-glutamyl-phosphate reductase	COG:COG0002, COG:E, EC:1.2.1.38, GO:0003942, GO:0005737, GO:0006526, GO:0046983, GO:0051287, RefSeq:WP_000935370.1, SO:0001217, UniParc:UPI0000125E4A, UniRef:UniRef100_P11446, UniRef:UniRef50_P11446, UniRef:UniRef90_P11446
contig_2	cds	836483	837634	+	KDBBKD_05600	argE	acetylornithine deacetylase	COG:COG0624, COG:E, EC:3.5.1.16, GO:0005737, GO:0006526, GO:0008270, GO:0008777, RefSeq:WP_001298964.1, SO:0001217, UniParc:UPI0000125EBA, UniRef:UniRef100_B7LA57, UniRef:UniRef50_Q9CLT9, UniRef:UniRef90_Q8ZKL9
contig_2	cds	838232	840883	+	KDBBKD_05605	ppc	phosphoenolpyruvate carboxylase	COG:C, COG:COG2352, EC:4.1.1.31, GO:0000287, GO:0006099, GO:0006107, GO:0008964, GO:0015977, RefSeq:WP_001005586.1, SO:0001217, UniParc:UPI000003EB5B, UniRef:UniRef100_B7UNT2, UniRef:UniRef50_Q8X743, UniRef:UniRef90_Q8X743
contig_2	cds	841065	842798	+	KDBBKD_05610	ibeC	phosphoethanolamine transferase CptA	COG:COG2194, COG:M, EC:2.7.-.-, GO:0005886, GO:0008484, GO:0009244, GO:0016021, GO:0016772, RefSeq:WP_000556306.1, SO:0001217, UniParc:UPI000013B42B, UniRef:UniRef100_P0CB39, UniRef:UniRef50_P0CB39, UniRef:UniRef90_P0CB39, VFDB:VFC0083, VFDB:VFG034721
contig_2	cds	843013	843864	+	KDBBKD_05615	yijO	Uncharacterized HTH-type transcriptional regulator YijO	COG:COG2207, COG:K, GO:0003700, GO:0043565, RefSeq:WP_000274636.1, SO:0001217, UniParc:UPI000013B42A, UniRef:UniRef100_P32677, UniRef:UniRef50_P32677, UniRef:UniRef90_P32677
